brand,sku,price_positioning,offer_price,regular_price,basket_price,discount_price
totême,1164734.888888889,22.22222222222222,248.72222222222223,344.5,250.94444444444446,95.77777777777777
ulla johnson,1158470.8235294118,23.529468932651586,274.8529411764706,518.4705882352941,276.61764705882354,243.61764705882354
unravel project,1163464.0,0.0,260.0,650.0,260.0,390.0
valentino,1147924.0215053763,7.9151381554503875,977.736559139785,1427.8333333333333,977.8440860215054,450.0967741935484
valet,1178710.0,0.0,40.0,40.0,45.0,0.0
valextra,1142486.6666666667,33.333333333333336,2163.3333333333335,2163.3333333333335,2163.3333333333335,0.0
vanessa bruno,1181493.0,0.0,276.5,395.0,276.5,118.5
veja,1144005.3125,14.608596110014828,99.1875,99.1875,104.1875,0.0
veronica beard,1172614.5555555555,11.11111111111111,338.44444444444446,450.44444444444446,340.1111111111111,112.0
versace,1163024.911111111,17.259538415756165,684.7111111111111,1185.5111111111112,685.3777777777777,500.8
vetements,1177470.2857142857,21.428571428571427,388.2492857142857,761.2492857142857,388.9635714285714,373.0
victoria beckham,1171342.5555555555,2.07977207977208,666.2222222222222,1227.111111111111,666.2222222222222,560.8888888888889
"victoria, victoria beckham",1173173.2,20.0,224.7,333.0,226.7,108.3
vince,1150092.7222222222,21.886200716845877,274.5833333333333,382.6111111111111,277.6388888888889,108.02777777777777
vivienne westwood,1165210.0,100.0,335.0,335.0,335.0,0.0
vix,1151247.0,0.0,63.262499999999996,136.6775,68.2625,73.41499999999999
wald berlin,1188447.0,100.0,143.05,143.05,148.05,0.0
wales bonner,1167747.0,16.148751622099123,445.0,850.0,445.0,405.0
wandler,1152210.5714285714,14.835164835164834,362.85714285714283,447.5,364.2857142857143,84.64285714285714
we11done,1168426.5,0.0,361.8333333333333,756.6666666666666,363.5,394.8333333333333
wolford,1053117.0,0.0,130.0,130.0,135.0,0.0
yuzefi,1162938.0,0.0,318.5,455.0,318.5,136.5
zimmermann,1159668.4307692307,3.9289574816347335,363.5692307692308,553.2461538461539,365.26153846153846,189.6769230769231
